x__0,x__1,x__2,x__3,x__4,x__5,x__6,x__7,x__8,x__9,x__10,x__11,x__12,x__13,x__14,x__15,x__16,x__17,x__18,x__19,y
677,675,678,173,37,194,53,21,29,675,253,659,42,427,219,279,43,677,675,678,685
273,587,506,36,678,681,671,674,224,273,587,506,36,679,676,675,683,671,40,39,63
631,563,30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6
54,674,481,285,325,518,42,425,154,10,397,5,33,33,4,64,61,6,40,356,67
492,66,6,143,631,42,645,302,541,36,4,64,395,385,674,502,313,414,19,69,57
112,674,38,17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145,674,42
285,43,303,142,674,32,35,454,53,32,35,5,64,42,686,138,292,32,35,39,4
400,334,9,62,601,587,400,334,674,33,53,63,134,151,636,148,618,63,400,334,40
4,39,29,29,31,42,10,69,44,63,68,674,38,6,28,549,195,10,217,31,378
285,357,449,473,61,63,159,5,396,294,36,23,675,285,357,297,630,634,127,499,510
2,79,112,674,38,17,42,279,297,686,3,37,572,9,65,29,62,674,2,427,145
122,40,21,35,289,632,77,76,122,82,19,69,37,5,6,163,303,10,2,342,285
297,622,297,473,43,481,293,681,681,675,682,671,674,285,293,680,684,675,678,671,37
128,96,126,40,441,5,36,678,485,491,40,308,19,9,32,29,42,36,23,10,674
152,344,534,238,543,36,178,13,285,357,10,270,7,64,129,400,674,474,261,178,5
53,23,675,57,21,133,185,444,36,4,65,44,674,354,63,10,465,13,36,21,60
5,42,43,674,481,293,233,664,478,42,369,536,42,400,10,61,5,9,62,36,21
146,424,133,605,57,227,255,42,129,33,36,674,169,545,273,10,309,39,5,475,480
483,36,57,674,38,69,39,476,269,36,57,674,38,69,39,134,483,36,57,674,29
522,203,674,504,10,427,145,279,297,40,603,155,21,29,37,11,674,504,43,398,297
675,17,42,679,418,40,427,145,279,297,481,285,186,239,229,482,381,341,475,142,127
201,279,297,622,297,473,43,481,293,681,681,675,682,671,674,285,293,680,684,675,678
23,675,545,156,421,636,68,677,326,221,40,333,44,23,17,37,43,423,341,40,285
176,297,193,195,68,233,15,53,21,29,675,17,42,142,154,68,115,96,122,40,21
9,12,62,24,674,476,269,297,674,362,267,297,674,645,302,297,39,38,19,53,20
675,175,315,174,516,141,40,481,285,199,43,4,63,53,25,69,675,36,23,10,674
4,16,674,59,63,37,16,29,17,37,68,578,167,21,35,51,56,35,13,65,29
13,674,27,6,5,6,45,37,46,37,68,209,15,64,29,56,40,164,32,35,13
427,145,279,297,43,275,218,37,277,437,357,40,382,9,65,29,279,297,36,23,675
36,23,675,42,31,40,86,74,126,92,128,499,510,37,247,44,65,64,61,6,40
5,37,356,5,53,23,675,402,423,36,43,549,195,42,207,68,478,9,23,17,37
675,27,6,39,64,37,17,42,61,6,39,146,29,31,43,291,458,25,20,64,68
17,37,10,631,563,40,39,32,35,5,53,23,675,27,65,43,37,35,57,435,515
449,473,43,674,279,297,641,40,39,64,37,171,273,587,506,36,678,681,671,674,224
39,5,475,480,43,212,178,425,154,10,361,23,12,64,9,62,36,23,675,679,445
145,279,297,40,603,155,21,29,37,11,674,504,43,398,297,630,36,679,146,491,42
63,53,25,69,675,293,166,68,656,15,64,37,570,32,35,57,410,636,30,15,656
674,290,43,498,279,53,36,3,36,61,5,37,540,7,64,567,42,357,315,199,42
548,460,282,10,652,323,40,277,5,36,23,41,675,402,423,501,157,43,315,199,42
37,278,636,169,545,36,23,675,169,545,371,10,605,63,39,5,42,43,146,424,133
290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,3,37,519,7,53,21
166,68,656,9,32,35,5,64,37,17,66,43,165,276,36,23,675,53,29,43,341
112,100,88,113,43,338,541,10,338,541,42,53,53,36,307,631,19,65,64,17,37
475,480,42,129,33,43,674,17,42,677,485,133,605,21,35,8,63,674,57,32,37
64,42,40,674,285,293,297,478,43,519,7,40,607,606,23,64,42,36,21,60,6
35,57,178,11,400,68,275,7,64,146,10,556,21,13,309,39,5,42,36,23,675
5,6,489,570,68,21,53,21,29,10,674,285,357,43,27,65,68,419,69,36,5
21,29,63,576,573,40,383,31,613,69,36,638,32,29,285,357,29,31,42,8,9
671,37,203,326,331,68,132,254,63,53,21,29,675,530,571,490,40,43,175,315,174
675,17,42,432,315,43,394,456,10,57,29,62,21,29,57,42,36,23,10,674,259
5,253,5,40,466,31,29,134,483,36,23,675,297,187,40,277,437,357,10,39,26
36,679,146,491,42,285,357,395,251,36,21,29,675,27,21,35,285,357,297,68,395
62,674,481,357,42,167,174,37,369,536,42,61,19,43,129,551,21,35,5,64,42
39,29,400,68,343,32,35,5,64,42,43,674,444,568,42,39,5,253,5,40,466
279,39,38,42,262,400,259,512,279,219,297,630,10,136,69,36,5,53,23,675,31
68,531,306,40,636,626,7,53,25,69,675,549,195,68,57,32,37,57,279,196,40
297,40,9,12,62,24,674,476,269,297,674,362,267,297,674,645,302,297,39,38,19
563,64,17,37,68,364,246,21,53,23,675,142,301,674,237,508,42,96,128,91,10
13,39,32,29,42,43,285,357,40,37,32,35,61,5,17,37,30,37,356,5,53
157,9,62,38,69,39,491,36,564,62,65,35,5,64,9,10,67,9,63,53,23
675,678,685,674,417,666,10,655,280,266,279,42,677,675,682,683,674,131,158,40,43
32,35,57,410,636,30,15,656,15,35,420,412,43,129,535,40,624,18,21,35,5
43,5,53,25,69,675,17,6,5,6,17,37,68,499,510,23,64,297,253,10,680
39,5,591,30,62,15,36,21,29,675,38,6,21,35,481,43,148,142,36,285,43
83,110,128,97,23,64,148,527,54,57,4,63,53,23,675,422,497,68,453,56,35
35,553,541,10,326,633,68,596,381,23,64,473,10,279,11,13,39,64,37,5,6
37,5,6,163,303,10,2,342,285,43,658,10,361,5,9,62,3,37,5,6,308
549,195,42,338,19,68,583,56,674,392,7,238,32,35,478,11,35,13,30,19,5
5,53,23,675,402,423,36,43,549,195,42,207,68,478,9,23,17,37,42,36,11
68,458,479,21,35,5,64,146,57,5,64,36,21,60,6,675,27,65,36,57,402
64,9,10,67,9,63,53,23,675,427,279,40,43,147,36,57,427,279,285,293,10
37,247,44,65,64,61,6,40,39,63,53,21,29,675,504,10,297,478,30,32,29
35,289,632,77,76,122,82,19,69,37,5,6,163,303,10,2,342,285,43,658,10
515,39,165,36,23,675,169,545,371,43,227,202,681,411,53,36,36,674,27,65,152
42,219,505,279,127,219,297,630,42,184,396,588,429,68,301,401,21,29,37,17,66
5,45,37,674,10,69,44,63,23,12,35,348,37,160,68,17,67,21,29,45,37
57,178,11,400,68,275,7,64,146,10,556,21,13,309,39,5,42,36,23,675,545
512,31,53,21,29,675,285,357,297,68,287,56,35,54,29,62,674,134,42,137,43
40,229,208,68,583,56,64,481,293,83,128,81,122,10,4,64,37,542,11,53,21
675,486,398,218,68,355,65,64,349,563,43,4,63,53,25,69,675,146,636,10,478
69,44,65,39,5,45,37,674,10,69,44,63,23,12,35,348,37,160,68,17,67
36,23,675,67,29,21,42,61,6,39,541,68,387,479,21,674,17,42,268,40,512
5,259,40,39,32,35,21,53,5,53,21,29,675,17,42,432,315,43,394,456,10
42,624,506,36,481,285,432,315,30,15,36,39,13,674,285,285,432,315,10,478,53
543,61,63,674,621,40,677,254,36,57,543,268,40,559,11,29,5,674,146,37,537
42,30,27,6,36,23,675,39,26,9,37,5,7,44,2,427,279,3,37,5,7
145,279,297,36,43,674,138,292,42,499,510,36,57,674,309,285,111,126,78,42,499
62,21,29,57,42,36,23,10,674,259,450,42,277,396,459,57,27,42,394,456,68
76,100,70,674,517,677,146,541,40,39,65,29,42,36,23,675,147,402,427,145,279
10,652,444,565,649,479,36,23,675,399,222,42,411,9,62,674,459,627,59,284,523
64,61,6,40,39,63,53,21,29,675,406,42,481,357,43,341,29,63,203,42,61
5,15,64,497,68,608,40,33,15,35,57,62,5,29,5,675,279,297,36,297,48
65,35,11,29,42,36,23,675,27,6,59,32,35,427,279,40,657,339,32,35,622
444,183,579,40,569,65,29,37,8,63,674,10,69,44,32,35,57,27,65,10,185
62,680,326,636,23,44,62,21,5,395,545,297,538,476,269,10,4,39,29,29,31
563,30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2,38,6,25
39,17,37,43,4,63,53,25,69,675,534,238,543,285,357,43,481,357,37,239,22
19,5,675,27,21,35,340,10,62,24,674,549,195,42,338,19,68,583,56,674,392
68,217,31,378,5,35,17,42,268,40,426,64,17,37,10,36,11,53,21,29,675
69,675,427,279,40,43,462,276,484,297,59,259,644,144,460,674,259,187,42,262,264
11,400,68,275,7,64,146,10,556,21,13,309,39,5,42,36,23,675,545,156,421
39,357,315,199,10,439,559,21,35,5,53,23,675,427,145,279,297,57,53,29,674
21,35,285,357,297,68,395,272,36,395,7,64,512,268,40,512,31,53,21,29,675
31,10,624,18,21,35,11,29,297,430,43,674,91,95,111,75,325,518,42,501,157
369,536,42,61,19,43,129,551,21,35,5,64,42,40,674,285,357,42,167,174,37
23,64,17,37,674,38,65,57,549,480,40,628,50,64,61,6,40,39,63,674,38
43,27,69,39,17,37,43,4,63,53,25,69,675,534,238,543,285,357,43,481,357
36,21,29,675,147,36,43,529,291,43,21,35,57,21,39,13,35,57,61,5,628
423,68,574,65,35,2,285,293,395,545,3,42,349,563,357,68,576,7,53,21,29
65,64,9,62,674,30,27,6,36,23,675,39,26,481,293,297,478,43,427,279,478
9,65,35,674,2,290,42,539,68,377,62,39,5,61,6,40,21,35,11,29,3
675,678,676,677,682,326,331,42,297,430,265,423,588,429,40,61,65,44,680,326,201
53,23,675,504,29,31,42,411,151,43,285,357,40,628,379,544,10,4,63,53,25
23,21,674,185,490,373,209,57,372,226,13,674,77,99,92,61,63,57,299,5,36
674,448,353,39,10,62,27,42,165,42,45,37,33,36,23,675,297,630,40,8,5
42,677,675,682,683,674,131,158,40,43,409,249,279,674,402,423,279,674,367,351,279
39,476,269,36,21,60,6,9,675,149,279,297,37,42,238,82,126,672,238,239,82
620,63,23,10,63,40,8,311,68,569,32,35,5,29,42,40,449,50,35,674,147
2,229,208,23,64,3,37,570,6,50,11,39,42,36,23,675,147,42,402,423,43
425,154,36,148,142,68,21,39,15,65,44,39,63,53,25,69,675,549,608,42,79
674,427,279,478,36,4,64,17,37,68,646,27,6,37,23,64,42,36,23,675,427
37,23,64,42,36,23,675,427,279,314,297,630,37,279,297,641,42,481,293,297,478
297,36,297,48,167,174,37,43,674,23,36,40,4,64,497,68,608,40,33,15,64
4,5,30,40,43,674,41,22,65,10,4,64,9,62,36,23,675,285,293,43,293
29,142,154,10,4,63,53,21,29,675,208,302,541,42,481,293,297,478,43,679,146
25,285,42,293,30,21,3,2,21,60,25,69,285,42,293,30,9,62,3,37,452
674,10,69,44,32,35,57,27,65,10,185,444,40,267,67,65,39,5,501,157,10
83,72,97,42,436,520,68,388,433,21,674,277,13,42,285,357,68,316,11,17,69
37,570,5,53,23,675,111,120,120,19,69,42,8,472,19,69,43,674,2,38,6
293,166,42,501,157,357,68,545,35,64,17,37,10,631,563,40,39,32,35,5,53
69,5,53,23,21,634,15,65,44,5,5,37,57,640,63,53,25,69,675,165,7
43,674,169,545,273,677,146,341,29,63,10,381,341,36,11,64,182,514,42,396,57
675,682,674,395,385,543,36,683,675,684,671,37,159,132,21,53,23,675,17,65,43
17,37,39,42,36,21,60,6,9,686,402,423,36,299,173,534,475,43,545,182,156
677,675,678,685,674,417,666,10,655,280,266,279,42,677,675,682,683,674,131,158,40
411,59,684,411,53,36,293,166,68,656,9,32,35,5,64,37,17,66,43,165,276
5,36,23,41,675,402,423,501,157,43,315,199,42,25,5,36,674,25,32,9,13
36,23,41,675,402,423,501,157,43,315,199,42,25,5,36,674,25,32,9,13,42
21,35,5,53,23,675,497,68,478,54,194,23,497,68,674,114,91,497,592,37,5
459,57,27,42,394,456,68,392,383,21,35,11,29,42,36,23,675,27,42,529,428
40,21,29,82,97,104,30,27,6,36,23,675,17,42,163,250,68,585,56,44,674
40,61,32,35,194,478,473,10,132,10,64,42,43,662,5,443,56,64,17,37,10
183,579,40,569,65,29,37,8,63,674,10,69,44,32,35,57,27,65,10,185,444
569,32,35,5,29,42,40,449,50,35,674,147,43,89,81,103,120,40,637,21,35
657,339,32,35,622,297,21,29,481,285,297,478,68,343,32,35,5,64,42,43,674
53,25,69,675,147,326,331,40,550,32,35,43,677,684,675,677,671,37,203,326,331
6,675,293,166,37,678,680,411,636,24,32,37,129,535,40,624,18,19,39,15,65
74,112,100,88,113,43,338,541,10,338,541,42,53,53,36,307,631,19,65,64,17
35,5,53,23,675,27,21,35,10,69,44,32,29,62,267,67,65,64,37,4,39
480,43,212,178,425,154,10,361,23,12,64,9,62,36,23,675,679,445,182,152,131
66,384,68,384,19,65,64,17,37,10,493,306,490,40,309,39,13,39,32,29,42
88,113,43,338,541,10,338,541,42,53,53,36,307,631,19,65,64,17,37,68,453
239,229,482,381,341,475,142,127,204,297,634,240,36,674,285,293,297,478,386,642,43
297,630,10,677,68,604,7,35,5,64,17,37,40,43,674,39,69,62,9,42,584
402,423,501,157,43,315,199,42,25,5,36,674,25,32,9,13,42,146,424,68,282
21,29,675,208,302,541,42,481,293,297,478,43,679,146,10,617,297,674,678,146,10
67,65,39,5,45,37,674,10,69,44,66,6,40,57,10,69,44,65,39,5,45
9,675,530,571,43,279,142,36,23,674,27,65,68,57,37,40,540,305,10,369,63
293,297,478,681,146,10,674,504,279,42,285,293,297,478,68,648,256,36,357,490,40
636,626,7,53,25,69,675,549,195,68,57,32,37,57,279,196,40,21,35,13,65
392,389,68,21,39,13,35,23,55,61,6,40,23,64,29,56,36,23,675,89,81
565,195,318,40,481,285,315,43,4,63,53,25,69,9,62,674,481,293,297,478,152
21,53,21,29,675,680,221,134,522,203,674,504,10,427,145,279,297,40,603,155,21
91,10,674,285,293,233,664,478,42,175,315,174,42,400,10,481,293,233,664,478,61
238,432,473,40,306,23,64,481,293,297,478,42,238,432,473,43,325,263,677,675,678
2,161,68,355,65,64,3,37,5,6,106,74,112,100,87,97,98,79,117,114,126
43,676,445,182,9,62,679,445,182,53,36,36,674,454,300,490,40,605,63,35,5
23,10,63,40,8,311,68,569,32,35,5,29,42,40,449,50,35,674,147,43,89
10,356,7,64,17,37,27,42,57,42,10,674,4,39,29,10,29,42,210,207,42
675,149,279,297,37,42,238,82,126,672,238,239,82,126,105,673,36,427,279,42,481
341,146,29,31,42,178,11,400,441,517,36,674,534,238,543,36,684,411,59,677,676
97,98,79,117,114,126,91,121,128,42,137,40,57,194,35,11,29,61,6,40,674
39,5,134,483,36,57,674,38,69,39,476,269,36,57,674,38,69,39,134,483,36
157,10,275,7,62,65,64,9,43,195,9,63,53,25,69,10,674,406,61,63,57
53,23,675,17,65,43,259,157,594,251,42,285,357,449,473,61,63,159,5,396,294
83,128,81,122,10,4,63,53,21,29,675,27,65,10,221,134,522,344,42,147,402
400,259,512,279,219,297,630,10,136,69,36,5,53,23,675,31,39,54,40,427,145
39,628,379,40,61,32,35,194,478,473,10,132,10,64,42,43,662,5,443,56,64
69,57,5,53,21,29,675,53,29,492,66,6,143,631,42,645,302,541,36,4,64
15,65,44,39,62,39,5,37,356,32,35,5,53,23,675,148,142,36,42,87,97
42,36,23,675,427,279,314,297,630,37,279,297,641,42,481,293,297,478,681,146,10
21,60,6,9,686,184,259,219,297,630,588,429,529,428,68,185,560,21,29,398,505
53,21,29,675,17,42,142,154,68,115,96,122,40,21,35,289,632,77,76,122,82
674,53,29,43,650,291,23,64,17,37,674,38,65,57,549,480,40,628,50,64,61
9,545,182,156,415,68,232,345,21,35,5,53,25,69,675,402,423,42,481,357,43
675,17,42,142,154,68,115,96,122,40,21,35,289,632,77,76,122,82,19,69,37
23,675,17,42,315,43,369,536,42,315,36,43,4,63,53,25,69,675,2,358,293
145,674,42,674,279,297,675,675,675,3,37,519,7,64,42,30,27,6,36,23,675
37,42,36,11,39,5,285,357,42,658,548,460,282,10,652,323,40,277,5,36,23
226,13,674,77,99,92,61,63,57,299,5,36,23,675,114,96,71,70,40,663,10
42,481,293,297,478,10,501,157,9,62,38,69,39,491,36,564,62,65,35,5,64
23,39,67,31,285,293,297,478,42,238,432,473,40,306,23,64,481,293,297,478,42
570,32,35,57,674,153,636,68,163,65,44,355,13,43,4,63,53,25,69,675,619
10,545,182,40,2,229,208,23,64,3,37,570,6,50,11,39,42,36,23,675,147
6,25,67,29,21,39,69,35,3,37,10,69,44,64,364,442,68,13,22,9,65
36,674,301,644,40,208,302,541,42,481,293,297,478,10,234,40,21,29,82,97,104
35,43,631,563,30,10,674,402,423,40,43,470,637,168,36,21,60,6,9,675,2
9,67,5,5,3,17,37,68,421,343,19,65,53,23,675,37,17,66,36,2,9
70,114,121,77,40,441,5,36,678,485,491,40,432,315,10,279,11,5,259,40,39
25,69,675,146,636,10,478,11,35,5,64,37,17,66,36,39,62,674,38,17,36
350,65,39,5,61,6,40,21,35,13,30,19,5,675,4,39,29,29,31,10,147
64,9,62,36,23,675,679,445,182,152,131,43,169,545,273,677,146,341,29,63,10
21,133,185,444,36,4,65,44,674,354,63,10,465,13,36,21,60,6,675,10,674
18,21,35,11,29,297,430,43,674,91,95,111,75,325,518,42,501,157,36,21,29
267,67,65,64,3,37,356,7,64,42,43,674,17,65,53,36,4,39,29,29,31
40,427,145,279,297,183,297,541,42,285,357,449,473,43,634,421,40,67,29,32,35
13,19,674,23,39,67,31,285,293,297,478,42,238,432,473,40,306,23,64,481,293
23,64,146,40,195,9,65,35,11,53,21,29,675,649,479,440,157,263,518,457,152
5,53,23,675,10,69,44,64,203,9,62,674,2,21,60,25,69,8,53,7,39
270,7,64,129,400,674,474,261,178,5,35,5,64,285,357,42,682,205,10,652,444
214,552,21,35,5,13,297,253,10,4,63,53,23,675,285,357,297,43,109,126,93
36,21,60,6,675,293,166,37,678,680,411,636,24,32,37,129,535,40,624,18,19
675,427,279,478,45,37,63,4,29,63,40,9,9,64,259,598,596,381,43,326,636
68,232,345,21,35,5,53,25,69,675,402,423,42,481,357,43,567,40,39,32,35
29,675,27,65,43,105,79,87,91,126,40,37,32,35,43,631,563,30,10,674,402
167,174,40,43,674,493,372,68,531,306,40,8,46,59,9,19,39,5,37,5,6
32,35,454,53,32,35,5,64,42,686,138,292,32,35,39,4,40,674,161,23,64
40,57,10,69,44,65,39,5,45,37,674,10,69,44,63,23,12,35,348,37,160
21,29,21,674,98,114,87,95,71,94,81,104,72,76,123,126,87,57,253,659,218
374,198,68,455,312,233,15,35,11,53,21,29,10,674,27,65,37,239,22,13,62
415,68,37,32,35,5,53,23,675,36,23,10,674,481,357,43,184,160,42,677,675
218,501,157,36,43,180,337,10,5,53,25,69,9,62,674,169,545,371,59,327,507
675,39,26,39,62,674,481,357,42,167,174,37,369,536,42,61,19,43,129,551,21
57,297,158,10,37,65,53,23,10,674,27,65,43,504,29,31,10,399,21,5,195
199,10,4,64,17,37,10,198,404,21,53,21,29,675,398,505,494,10,184,259,684
43,4,63,53,25,69,675,146,636,10,478,11,35,5,64,37,17,66,36,39,62
674,57,32,37,57,82,87,97,42,9,9,64,676,445,182,9,62,679,445,182,42
36,23,675,27,65,40,309,293,218,501,157,36,43,180,337,10,5,53,25,69,9
675,293,166,68,656,15,64,37,570,32,35,57,410,636,30,15,656,15,35,420,412
105,673,36,427,279,42,481,293,297,478,43,57,35,53,23,675,427,279,42,285,293
624,506,36,481,285,432,315,30,15,36,39,13,674,285,285,432,315,10,478,53,65
675,27,65,43,37,35,57,435,515,39,165,36,23,675,169,545,371,43,227,202,681
9,16,36,23,675,53,29,328,244,39,38,36,357,315,199,490,39,560,474,68,23
53,65,674,97,81,68,23,64,146,37,90,126,68,23,64,146,40,195,9,65,35
596,381,23,64,473,10,279,11,13,39,64,37,5,6,42,43,636,626,32,29,540
57,564,29,17,37,42,39,5,497,68,478,54,194,23,29,56,42,497,68,608,40
674,309,285,111,126,78,42,499,510,36,57,89,81,85,117,70,121,95,71,42,499
35,5,15,53,23,675,4,39,29,400,40,43,674,427,279,107,120,126,98,10,53
27,6,5,6,45,37,46,37,68,209,15,64,29,56,40,164,32,35,13,30,19
53,23,675,285,357,297,43,109,126,93,116,128,36,21,29,675,285,357,297,40,9
33,40,39,63,53,21,29,675,529,291,23,64,17,37,674,529,291,21,39,5,17
37,17,66,43,165,276,36,23,675,53,29,43,341,146,29,31,42,178,11,400,441
21,674,17,42,396,220,326,636,42,402,423,42,101,76,121,109,120,121,88,113,393
277,13,674,319,419,23,65,44,449,610,490,304,405,40,183,260,36,11,53,23,10
379,544,42,45,37,33,40,39,63,53,21,29,675,529,291,23,64,17,37,674,529
42,539,68,377,62,39,5,61,6,40,21,35,11,29,3,37,519,7,53,21,29
21,29,675,427,279,478,45,37,63,4,29,63,40,9,9,64,259,598,596,381,43
5,6,135,435,515,42,628,379,68,615,62,65,674,285,357,42,636,40,279,11,39
674,41,22,65,10,4,64,9,62,36,23,675,285,293,43,293,38,57,42,37,11
29,134,483,36,23,675,297,187,40,277,437,357,10,39,26,349,563,9,37,570,7
67,65,64,37,4,39,29,10,29,10,356,7,64,17,37,27,42,57,42,10,674
4,29,62,21,13,214,552,21,35,5,13,297,253,10,4,63,53,23,675,285,357
10,221,134,522,344,42,147,402,57,533,5,35,5,64,37,43,665,11,36,23,675
4,13,17,37,39,11,286,283,348,37,674,501,157,42,133,185,444,40,306,23,64
36,43,101,94,97,40,194,35,5,39,5,37,553,541,43,564,35,13,65,53,25
106,74,112,100,88,113,43,338,541,10,338,541,42,53,53,36,307,631,19,65,64
63,462,276,40,426,35,5,64,285,357,57,277,5,37,356,5,53,23,675,402,423
36,586,57,564,29,17,37,42,39,5,497,68,478,54,194,23,29,56,42,497,68
37,16,29,17,37,68,578,167,21,35,51,56,35,13,65,29,9,62,17,27,36
10,655,280,266,279,42,677,675,682,683,674,131,158,40,43,409,249,279,674,402,423
37,5,6,489,570,68,21,53,21,29,10,674,285,357,43,27,65,68,419,69,36
357,43,481,357,37,239,22,425,154,36,148,142,68,21,39,15,65,44,39,63,53
679,445,182,53,36,43,674,169,545,273,677,146,341,29,63,10,381,341,36,11,64
36,11,39,13,35,57,674,638,6,349,563,43,309,21,57,39,13,39,32,35,5
43,467,469,39,516,141,68,217,31,378,5,35,17,42,268,40,426,64,17,37,10
39,69,35,3,37,10,69,44,64,364,442,68,13,22,9,65,64,45,37,29,31
53,5,53,21,29,675,680,676,326,203,674,402,423,43,129,485,562,502,39,146,37
35,11,29,42,36,23,675,27,42,529,428,674,285,357,43,481,357,37,239,22,425
43,394,456,10,57,29,62,21,29,57,42,36,23,10,674,259,450,42,277,396,459
6,5,6,634,411,636,169,545,68,458,479,21,35,5,64,146,57,5,64,36,21
257,651,68,383,32,35,5,53,23,675,239,22,638,5,400,43,36,11,39,13,35
40,285,293,297,478,43,461,146,68,629,15,64,29,56,40,162,562,68,383,32,35
402,40,550,64,53,36,674,244,489,21,29,63,576,573,40,383,31,613,69,36,638
36,42,87,97,123,87,59,315,199,68,233,15,35,157,501,68,611,56,64,17,37
686,138,292,32,35,39,4,40,674,161,23,64,146,686,99,108,79,126,59,91,126
69,36,21,29,9,62,674,638,6,21,9,4,63,53,25,69,36,21,29,675,147
37,17,42,61,6,39,146,29,31,43,291,458,25,20,64,68,345,39,13,39,63
43,303,142,674,32,35,454,53,32,35,5,64,42,686,138,292,32,35,39,4,40
29,675,17,65,43,147,402,40,550,64,53,36,674,244,489,21,29,63,576,573,40
483,40,57,661,46,194,21,35,13,30,19,5,675,486,398,218,68,355,65,64,349
195,10,217,31,378,13,29,56,30,15,40,164,67,39,5,36,13,30,19,5,675
24,517,677,40,285,293,297,478,43,461,146,68,629,15,64,29,56,40,162,562,68
589,15,238,5,53,23,675,4,39,29,29,31,43,10,69,44,65,44,267,67,65
21,5,36,23,41,675,501,157,59,394,456,43,184,35,146,636,10,275,7,35,5
40,57,109,126,93,116,128,10,4,63,53,23,675,561,617,21,35,5,13,297,253
